1459863900,421.904925
1459864200,421.847035
1459864500,421.863636
1459864800,421.816464
1459865100,421.838408
1459865400,421.82231
1459865700,421.823018
1459866000,421.843711
1459866300,421.823614
1459866600,421.732642
1459866900,421.9257
1459867200,421.842701
1459867500,421.926189
1459867800,421.924869
1459868100,422.109946
1459868400,421.995129
1459868700,422.000002
1459869000,421.976241
1459869300,421.961224
1459869600,421.87945
1459869900,421.39447
1459870200,421.663309
1459870500,421.691638
1459870800,421.643909
1459871100,421.680268
1459871400,421.748469
1459871700,421.720335
1459872000,421.74782
1459872300,421.572538
1459872600,421.6879
1459872900,421.840148
1459873200,421.851556
1459873500,421.736549
1459873800,421.834996
1459874100,421.855284
1459874400,421.881125
1459874700,421.849553
1459875000,421.850293
1459875300,421.863028
1459875600,421.916785
1459875900,421.909941
1459876200,422.010428
1459876500,421.943711
1459876800,421.972351
1459877100,421.992235
1459877400,421.865976
1459877700,421.913196
1459878000,421.906923
1459878300,421.977781
1459878600,422.167295
1459878900,422.116312
1459879200,422.171108
1459879500,422.063306
1459879800,422.113556
1459880100,422.08791
1459880400,422.041412
1459880700,422.091241
1459881000,422.041151
1459881300,422.03088
1459881600,422.008665
1459881900,421.917826
1459882200,421.865893
1459882500,421.764291
1459882800,421.847287
1459883100,421.863333
1459883400,421.718044
1459883700,421.768036
1459884000,421.715175
1459884300,421.714935
1459884600,421.788027
1459884900,421.743239
1459885200,421.698024
1459885500,421.839978
1459885800,421.77546
1459886100,421.817053
1459886400,421.838748
1459886700,421.827352
1459887000,421.88359
1459887300,421.911486
1459887600,421.696422
1459887900,421.861099
1459888200,421.754022
1459888500,421.751664
1459888800,421.756033
1459889100,421.758895
1459889400,421.855775
1459889700,421.839613
1459890000,421.770606
1459890300,421.772179
1459890600,421.85937
1459890900,421.870182
1459891200,421.874753
1459891500,421.868314
1459891800,421.883833
1459892100,421.880336
1459892400,421.828768
1459892700,421.832237
1459893000,421.753567
1459893300,421.813434
1459893600,421.769739
1459893900,421.729594
1459894200,421.753207
1459894500,421.758076
1459908900,422.962342
1459909200,422.931839
1459909500,422.853913
1459909800,422.83704
1459910100,422.863498
1459910400,422.79055
1459910700,422.837268
1459911000,422.83065
1459911300,422.832625
1459911600,422.795418
1459911900,422.454518
1459912200,422.591121
1459912500,422.709788
1459912800,422.616568
1459913100,422.536778
1459913400,422.337531
1459913700,422.373973
1459914000,422.448264
1459914300,422.421597
1459914600,422.407264
1459914900,422.546938
1459915200,422.553439
1459915500,422.492432
1459915800,422.366032
1459916100,422.470138
1459916400,422.521909
1459916700,422.514487
1459917000,422.52131
1459917300,422.514691
1459917600,422.503375
1459917900,422.47726
1459918200,422.455925
1459918500,422.495378
1459918800,422.460909
1459919100,422.481332
1459919400,422.437363
1459919700,422.373514
1459920000,422.370561
1459920300,422.426686
1459920600,422.530357
1459920900,422.533578
1459921200,422.589995
1459921500,422.658693
1459921800,422.58138
1459922100,422.673241
1459922400,422.689391
1459922700,422.627597
1459923000,422.658344
1459923300,422.76509
1459923600,422.829008
1459923900,422.765002
1459924200,422.702669
1459924500,422.707739
1459924800,422.714442
1459925100,422.709818
1459925400,422.730113
1459925700,422.793011
1459926000,422.779493
1459926300,422.812349
1459926600,423.016202
1459926900,422.998523
1459927200,422.803926
1459927500,422.523711
1459927800,422.519193
1459928100,422.361969
1459928400,422.238976
1459928700,422.058453
1459929000,422.093791
1459929300,422.188553
1459929600,422.189194
1459929900,422.133974
1459930200,422.17424
1459930500,422.099435
1459930800,422.181307
1459931100,421.980816
1459931400,421.99844
1459931700,422.115025
1459932000,422.022955
1459932300,421.308503
1459932600,421.378712
1459932900,421.45641
1459933200,421.755333
1459933500,421.780308
1459933800,421.692653
1459934100,421.568211
1459934400,421.651638
1459934700,421.690409
1459935000,421.663227
1459935300,421.642053
1459935600,421.565897
1459935900,421.654911
1459936200,421.662847
1459936500,421.639582
1459936800,421.482705
1459937100,421.572168
1459937400,421.644366
1459937700,421.581245
1459938000,421.662219
1459938300,421.618639
1459938600,421.597424
1459938900,421.605565
1459939200,421.604339
1459939500,421.493379
1459939800,421.680351
1459940100,421.622051
1459940400,421.600445
1459940700,421.515388
1459941000,421.592803
1459941300,421.620439
1459941600,421.562095
1459941900,421.551405
1459942200,421.508285
1459942500,421.394801
1459942800,421.282722
1459943100,421.522986
1459943400,421.541328
1459943700,421.485188
1459944000,421.51612
1459944300,421.689541
1459944600,421.700214
1459944900,421.573325
1459945200,421.576861
1459945500,421.604882
1459945800,421.562196
1459946100,421.624815
1459946400,421.643616
1459946700,421.685286
1459947000,421.713381
1459947300,421.667781
1459947600,421.749423
1459947900,421.752508
1459948200,421.693378
1459948500,421.750406
1459948800,421.810346
1459949100,421.803426
1459949400,421.786135
1459949700,422.146536
1459950000,422.09069
1459950300,422.035243
1459950600,422.096934
1459950900,422.453931
1459951200,422.300491
1459951500,422.262606
1459951800,422.21059
1459952100,422.242503
1459952400,422.222676
1459952700,422.291785
1459953000,422.3253
1459953300,422.287706
1459953600,422.253399
1459953900,422.229439
1459954200,422.181846
1459954500,422.037546
1459954800,421.958356
1459955100,421.721915
1459955400,421.744243
1459955700,421.834053
1459956000,421.857264
1459956300,421.792849
1459956600,421.691611
1459956900,421.321715
1459957200,421.481337
1459957500,421.486246
1459957800,421.61961
1459958100,421.880656
1459958400,421.86898
1459958700,421.714129
1459959000,421.863152
1459959300,421.831522
1459959600,421.869139
1459959900,421.881994
1459960200,421.885693
1459960500,421.875239
1459960800,421.954021
1459961100,421.947156
1459961400,421.956299
1459961700,421.931171
1459962000,421.754722
1459962300,421.697726
1459962600,421.731017
1459962900,421.726447
1459963200,421.699158
1459963500,421.729681
1459963800,421.856016
1459964100,421.892387
1459964400,421.87086
1459964700,421.907133
1459965000,421.851296
1459965300,421.759856
1459965600,421.722076
1459965900,421.711612
1459966200,421.777353
1459966500,421.761454
1459966800,421.800313
1459967100,421.830898
1459967400,421.75417
1459967700,421.73828
1459968000,421.692781
1459968300,421.645906
1459968600,421.663062
1459968900,421.677097
1459969200,421.654494
1459969500,421.762589
1459969800,421.886777
1459970100,421.901411
1459970400,421.842646
1459970700,421.836962
1459971000,421.797515
1459971300,421.919573
1459971600,421.939398
1459971900,421.933756
1459972200,421.876267
1459972500,421.794515
1459972800,421.702275
1459973100,421.815844
1459973400,421.849692
1459973700,421.857281
1459974000,421.783909
1459974300,421.805898
1459974600,421.802923
1459974900,421.885386
1459975200,421.867276
1459975500,421.838626
1459975800,421.874226
1459976100,421.82079
1459976400,421.843362
1459976400,421.840286
1459977000,421.865175
1459977300,421.959471
1459977600,421.880174
1459977900,421.833986
1459978200,421.851558
1459978500,421.833696
1459978800,421.850222
1459979100,421.8495
1459979400,421.868773
1459979700,422.012369
1459980000,422.111388
1459980300,422.070208
1459980600,422.031272
1459980900,422.051127
1459981200,422.130242
1459981500,422.060233
1459981800,422.0849
1459982100,422.070287
1459982400,422.117832
1459982700,421.981429
1459983000,422.094655
1459983300,422.129657
1459983600,422.12022
1459983900,422.03008
1459984200,421.98041
1459984500,421.991186
1459984800,422.057675
1459985100,422.141209
1459985400,422.094264
1459985700,422.184184
1459986000,422.164372
1459986300,422.196212
1459986600,422.128468
1459986900,422.13654
1459987200,421.81981
1459987500,421.767627
1459987800,421.607505
1459988100,421.581053
1459988400,421.662883
1459988700,421.646323
1459989000,421.662307
1459989300,421.80839
1459989600,421.826425
1459989900,421.969045
1459990200,421.943711
1459990500,421.920147
1459990800,421.935296
1459991100,421.886936
1459991400,421.856708
1459991700,421.909465
1459992000,421.782992
1459992300,421.832662
1459992600,421.827205
1459992900,421.838588
